row,100
confusément         ,[ 3 15 14  6 21 19 27 13  5 14 20  0  0  0  0  0  0  0  0  0]
confédérés          ,[ 3 15 14  6 27  4 27 18 27 19  0  0  0  0  0  0  0  0  0  0]
conférence          ,[ 3 15 14  6 27 18  5 14  3  5  0  0  0  0  0  0  0  0  0  0]
conglutiner         ,[ 3 15 14  7 12 21 20  9 14  5 18  0  0  0  0  0  0  0  0  0]
congé               ,[ 3 15 14  7 27  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0]
congédier           ,[ 3 15 14  7 27  4  9  5 18  0  0  0  0  0  0  0  0  0  0  0]
congédié            ,[ 3 15 14  7 27  4  9 27  0  0  0  0  0  0  0  0  0  0  0  0]
conjecturer         ,[ 3 15 14 10  5  3 20 21 18  5 18  0  0  0  0  0  0  0  0  0]
conjectures         ,[ 3 15 14 10  5  3 20 21 18  5 19  0  0  0  0  0  0  0  0  0]
conjoints           ,[ 3 15 14 10 15  9 14 20 19  0  0  0  0  0  0  0  0  0  0  0]
conjonctures        ,[ 3 15 14 10 15 14  3 20 21 18  5 19  0  0  0  0  0  0  0  0]
conjugal            ,[ 3 15 14 10 21  7  1 12  0  0  0  0  0  0  0  0  0  0  0  0]
conjugués           ,[ 3 15 14 10 21  7 21 27 19  0  0  0  0  0  0  0  0  0  0  0]
conjure             ,[ 3 15 14 10 21 18  5  0  0  0  0  0  0  0  0  0  0  0  0  0]
conjurer            ,[ 3 15 14 10 21 18  5 18  0  0  0  0  0  0  0  0  0  0  0  0]
conjurerai          ,[ 3 15 14 10 21 18  5 18  1  9  0  0  0  0  0  0  0  0  0  0]
conjuré             ,[ 3 15 14 10 21 18 27  0  0  0  0  0  0  0  0  0  0  0  0  0]
conjurée            ,[ 3 15 14 10 21 18 27  5  0  0  0  0  0  0  0  0  0  0  0  0]
conjurés            ,[ 3 15 14 10 21 18 27 19  0  0  0  0  0  0  0  0  0  0  0  0]
connais             ,[ 3 15 14 14  1  9 19  0  0  0  0  0  0  0  0  0  0  0  0  0]
connaissaient       ,[ 3 15 14 14  1  9 19 19  1  9  5 14 20  0  0  0  0  0  0  0]
connaissait         ,[ 3 15 14 14  1  9 19 19  1  9 20  0  0  0  0  0  0  0  0  0]
connaissance        ,[ 3 15 14 14  1  9 19 19  1 14  3  5  0  0  0  0  0  0  0  0]
connaissant         ,[ 3 15 14 14  1  9 19 19  1 14 20  0  0  0  0  0  0  0  0  0]
connaisse           ,[ 3 15 14 14  1  9 19 19  5  0  0  0  0  0  0  0  0  0  0  0]
connaissent         ,[ 3 15 14 14  1  9 19 19  5 14 20  0  0  0  0  0  0  0  0  0]
connaisseur         ,[ 3 15 14 14  1  9 19 19  5 21 18  0  0  0  0  0  0  0  0  0]
connaisseurs        ,[ 3 15 14 14  1  9 19 19  5 21 18 19  0  0  0  0  0  0  0  0]
connaissez          ,[ 3 15 14 14  1  9 19 19  5 26  0  0  0  0  0  0  0  0  0  0]
connaissiez         ,[ 3 15 14 14  1  9 19 19  9  5 26  0  0  0  0  0  0  0  0  0]
connaissons         ,[ 3 15 14 14  1  9 19 19 15 14 19  0  0  0  0  0  0  0  0  0]
connaît             ,[ 3 15 14 14  1 35 20  0  0  0  0  0  0  0  0  0  0  0  0  0]
connaîtra           ,[ 3 15 14 14  1 35 20 18  1  0  0  0  0  0  0  0  0  0  0  0]
connaîtras          ,[ 3 15 14 14  1 35 20 18  1 19  0  0  0  0  0  0  0  0  0  0]
connaître           ,[ 3 15 14 14  1 35 20 18  5  0  0  0  0  0  0  0  0  0  0  0]
connaîtrez          ,[ 3 15 14 14  1 35 20 18  5 26  0  0  0  0  0  0  0  0  0  0]
connu               ,[ 3 15 14 14 21  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0]
connue              ,[ 3 15 14 14 21  5  0  0  0  0  0  0  0  0  0  0  0  0  0  0]
connues             ,[ 3 15 14 14 21  5 19  0  0  0  0  0  0  0  0  0  0  0  0  0]
connus              ,[ 3 15 14 14 21 19  0  0  0  0  0  0  0  0  0  0  0  0  0  0]
conquise            ,[ 3 15 14 17 21  9 19  5  0  0  0  0  0  0  0  0  0  0  0  0]
conquit             ,[ 3 15 14 17 21  9 20  0  0  0  0  0  0  0  0  0  0  0  0  0]
conquête            ,[ 3 15 14 17 21 34 20  5  0  0  0  0  0  0  0  0  0  0  0  0]
conquêtes           ,[ 3 15 14 17 21 34 20  5 19  0  0  0  0  0  0  0  0  0  0  0]
conquêts            ,[ 3 15 14 17 21 34 20 19  0  0  0  0  0  0  0  0  0  0  0  0]
consacre            ,[ 3 15 14 19  1  3 18  5  0  0  0  0  0  0  0  0  0  0  0  0]
consacrer           ,[ 3 15 14 19  1  3 18  5 18  0  0  0  0  0  0  0  0  0  0  0]
consacrez           ,[ 3 15 14 19  1  3 18  5 26  0  0  0  0  0  0  0  0  0  0  0]
consacré            ,[ 3 15 14 19  1  3 18 27  0  0  0  0  0  0  0  0  0  0  0  0]
consacrés           ,[ 3 15 14 19  1  3 18 27 19  0  0  0  0  0  0  0  0  0  0  0]
conscience          ,[ 3 15 14 19  3  9  5 14  3  5  0  0  0  0  0  0  0  0  0  0]
consciences         ,[ 3 15 14 19  3  9  5 14  3  5 19  0  0  0  0  0  0  0  0  0]
conseil             ,[ 3 15 14 19  5  9 12  0  0  0  0  0  0  0  0  0  0  0  0  0]
conseilla           ,[ 3 15 14 19  5  9 12 12  1  0  0  0  0  0  0  0  0  0  0  0]
conseille           ,[ 3 15 14 19  5  9 12 12  5  0  0  0  0  0  0  0  0  0  0  0]
conseillent         ,[ 3 15 14 19  5  9 12 12  5 14 20  0  0  0  0  0  0  0  0  0]
conseiller          ,[ 3 15 14 19  5  9 12 12  5 18  0  0  0  0  0  0  0  0  0  0]
conseillers         ,[ 3 15 14 19  5  9 12 12  5 18 19  0  0  0  0  0  0  0  0  0]
conseillez          ,[ 3 15 14 19  5  9 12 12  5 26  0  0  0  0  0  0  0  0  0  0]
conseillèrent       ,[ 3 15 14 19  5  9 12 12 27  0  0  0  0  0  0  0  0  0  0  0]
conseillé           ,[ 3 15 14 19  5  9 12 12 28 18  5 14 20  0  0  0  0  0  0  0]
conseils            ,[ 3 15 14 19  5  9 12 19  0  0  0  0  0  0  0  0  0  0  0  0]
consens             ,[ 3 15 14 19  5 14 19  0  0  0  0  0  0  0  0  0  0  0  0  0]
consent             ,[ 3 15 14 19  5 14 20  0  0  0  0  0  0  0  0  0  0  0  0  0]
consente            ,[ 3 15 14 19  5 14 20  5  0  0  0  0  0  0  0  0  0  0  0  0]
consentement        ,[ 3 15 14 19  5 14 20  5 13  5 14 20  0  0  0  0  0  0  0  0]
consentez           ,[ 3 15 14 19  5 14 20  5 26  0  0  0  0  0  0  0  0  0  0  0]
consenti            ,[ 3 15 14 19  5 14 20  9  0  0  0  0  0  0  0  0  0  0  0  0]
consentir           ,[ 3 15 14 19  5 14 20  9 18  0  0  0  0  0  0  0  0  0  0  0]
consentira          ,[ 3 15 14 19  5 14 20  9 18  1  0  0  0  0  0  0  0  0  0  0]
consentirai         ,[ 3 15 14 19  5 14 20  9 18  1  9  0  0  0  0  0  0  0  0  0]
consequentiam       ,[ 3 15 14 19  5 17 21  5 14 20  9  1 13  0  0  0  0  0  0  0]
conservant          ,[ 3 15 14 19  5 18 22  1 14 20  0  0  0  0  0  0  0  0  0  0]
conservare          ,[ 3 15 14 19  5 18 22  1 18  5  0  0  0  0  0  0  0  0  0  0]
conservation        ,[ 3 15 14 19  5 18 22  1 20  9 15 14  0  0  0  0  0  0  0  0]
conserve            ,[ 3 15 14 19  5 18 22  5  0  0  0  0  0  0  0  0  0  0  0  0]
conserver           ,[ 3 15 14 19  5 18 22  5 18  0  0  0  0  0  0  0  0  0  0  0]
conservera          ,[ 3 15 14 19  5 18 22  5 18  1  0  0  0  0  0  0  0  0  0  0]
conserverai         ,[ 3 15 14 19  5 18 22  5 18  1  9  0  0  0  0  0  0  0  0  0]
conservez           ,[ 3 15 14 19  5 18 22  5 26  0  0  0  0  0  0  0  0  0  0  0]
conservons          ,[ 3 15 14 19  5 18 22 15 14 19  0  0  0  0  0  0  0  0  0  0]
conservât           ,[ 3 15 14 19  5 18 22 27  0  0  0  0  0  0  0  0  0  0  0  0]
conservé            ,[ 3 15 14 19  5 18 22 27  5  0  0  0  0  0  0  0  0  0  0  0]
conservée           ,[ 3 15 14 19  5 18 22 27  5 19  0  0  0  0  0  0  0  0  0  0]
conservées          ,[ 3 15 14 19  5 18 22 27 19  0  0  0  0  0  0  0  0  0  0  0]
conservés           ,[ 3 15 14 19  5 18 22 32 20  0  0  0  0  0  0  0  0  0  0  0]
considère           ,[ 3 15 14 19  9  4 27 18  1  2 12  5  0  0  0  0  0  0  0  0]
considérable        ,[ 3 15 14 19  9  4 27 18  1 20  9 15 14  0  0  0  0  0  0  0]
considération       ,[ 3 15 14 19  9  4 27 18  1 20  9 15 14 19  0  0  0  0  0  0]
considérations      ,[ 3 15 14 19  9  4 27 18  5 18  0  0  0  0  0  0  0  0  0  0]
considérer          ,[ 3 15 14 19  9  4 27 18  5 26  0  0  0  0  0  0  0  0  0  0]
considérez          ,[ 3 15 14 19  9  4 27 18 15 14 19  0  0  0  0  0  0  0  0  0]
considérons         ,[ 3 15 14 19  9  4 27 18 27  0  0  0  0  0  0  0  0  0  0  0]
considéré           ,[ 3 15 14 19  9  4 28 18  5  0  0  0  0  0  0  0  0  0  0  0]
consiste            ,[ 3 15 14 19  9 19 20  5  0  0  0  0  0  0  0  0  0  0  0  0]
consolant           ,[ 3 15 14 19 15 12  1 14 20  0  0  0  0  0  0  0  0  0  0  0]
consolation         ,[ 3 15 14 19 15 12  1 20  9 15 14  0  0  0  0  0  0  0  0  0]
consolations        ,[ 3 15 14 19 15 12  1 20  9 15 14 19  0  0  0  0  0  0  0  0]
console             ,[ 3 15 14 19 15 12  5  0  0  0  0  0  0  0  0  0  0  0  0  0]
consoler            ,[ 3 15 14 19 15 12  5 18  0  0  0  0  0  0  0  0  0  0  0  0]
consolez            ,[ 3 15 14 19 15 12  5 26  0  0  0  0  0  0  0  0  0  0  0  0]
consolions          ,[ 3 15 14 19 15 12  9 15 14 19  0  0  0  0  0  0  0  0  0  0]
consomme            ,[ 3 15 14 19 15 13 13  5  0  0  0  0  0  0  0  0  0  0  0  0]
consommer           ,[ 3 15 14 19 15 13 13  5 18  0  0  0  0  0  0  0  0  0  0  0]
consommât           ,[ 3 15 14 19 15 13 13 27  0  0  0  0  0  0  0  0  0  0  0  0]
consommé            ,[ 3 15 14 19 15 13 13 27  5  0  0  0  0  0  0  0  0  0  0  0]
consommée           ,[ 3 15 14 19 15 13 13 27 19  0  0  0  0  0  0  0  0  0  0  0]
consommés           ,[ 3 15 14 19 15 13 13 32 20  0  0  0  0  0  0  0  0  0  0  0]
conspiration        ,[ 3 15 14 19 16  9 18  1 20  9 15 14  0  0  0  0  0  0  0  0]
conspire            ,[ 3 15 14 19 16  9 18  5  0  0  0  0  0  0  0  0  0  0  0  0]
conspirer           ,[ 3 15 14 19 16  9 18  5 18  0  0  0  0  0  0  0  0  0  0  0]
conspiré            ,[ 3 15 14 19 16  9 18 27  0  0  0  0  0  0  0  0  0  0  0  0]
constamment         ,[ 3 15 14 19 20  1 13 13  5 14 20  0  0  0  0  0  0  0  0  0]
constance           ,[ 3 15 14 19 20  1 14  3  5  0  0  0  0  0  0  0  0  0  0  0]
constant            ,[ 3 15 14 19 20  1 14 20  0  0  0  0  0  0  0  0  0  0  0  0]
constante           ,[ 3 15 14 19 20  1 14 20  5  0  0  0  0  0  0  0  0  0  0  0]
constants           ,[ 3 15 14 19 20  1 14 20 19  0  0  0  0  0  0  0  0  0  0  0]
constanza           ,[ 3 15 14 19 20  1 14 26  1  0  0  0  0  0  0  0  0  0  0  0]
constitue           ,[ 3 15 14 19 20  9 20 21  5  0  0  0  0  0  0  0  0  0  0  0]
constituer          ,[ 3 15 14 19 20  9 20 21  5 18  0  0  0  0  0  0  0  0  0  0]
constitution        ,[ 3 15 14 19 20  9 20 21 20  9 15 14  0  0  0  0  0  0  0  0]
constitué           ,[ 3 15 14 19 20  9 20 21 27  0  0  0  0  0  0  0  0  0  0  0]
consul              ,[ 3 15 14 19 21 12  0  0  0  0  0  0  0  0  0  0  0  0  0  0]
consulta            ,[ 3 15 14 19 21 12 20  1  0  0  0  0  0  0  0  0  0  0  0  0]
consultation        ,[ 3 15 14 19 21 12 20  1 20  9 15 14  0  0  0  0  0  0  0  0]
consultationibus    ,[ 3 15 14 19 21 12 20  1 20  9 15 14  9  2 21 19  0  0  0  0]
consultations       ,[ 3 15 14 19 21 12 20  1 20  9 15 14 19  0  0  0  0  0  0  0]
consulte            ,[ 3 15 14 19 21 12 20  5  0  0  0  0  0  0  0  0  0  0  0  0]
consulter           ,[ 3 15 14 19 21 12 20  5 18  0  0  0  0  0  0  0  0  0  0  0]
consultera          ,[ 3 15 14 19 21 12 20  5 18  1  0  0  0  0  0  0  0  0  0  0]
consulterais        ,[ 3 15 14 19 21 12 20  5 18  1  9 19  0  0  0  0  0  0  0  0]
consultez           ,[ 3 15 14 19 21 12 20  5 26  0  0  0  0  0  0  0  0  0  0  0]
consultons          ,[ 3 15 14 19 21 12 20 15 14 19  0  0  0  0  0  0  0  0  0  0]
consulté            ,[ 3 15 14 19 21 12 20 27  0  0  0  0  0  0  0  0  0  0  0  0]
consultée           ,[ 3 15 14 19 21 12 20 27  5  0  0  0  0  0  0  0  0  0  0  0]
consum              ,[ 3 15 14 19 21 13  0  0  0  0  0  0  0  0  0  0  0  0  0  0]
consume             ,[ 3 15 14 19 21 13  5  0  0  0  0  0  0  0  0  0  0  0  0  0]
consumer            ,[ 3 15 14 19 21 13  5 18  0  0  0  0  0  0  0  0  0  0  0  0]
consumée            ,[ 3 15 14 19 21 13 27  5  0  0  0  0  0  0  0  0  0  0  0  0]
consécutifs         ,[ 3 15 14 19 27  3 21 20  9  6 19  0  0  0  0  0  0  0  0  0]
consécutivement     ,[ 3 15 14 19 27  3 21 20  9 22  5 13  5 14 20  0  0  0  0  0]
consécutives        ,[ 3 15 14 19 27  3 21 20  9 22  5 19  0  0  0  0  0  0  0  0]
conséquence         ,[ 3 15 14 19 27 17 21  5 14  3  5  0  0  0  0  0  0  0  0  0]
conséquences        ,[ 3 15 14 19 27 17 21  5 14  3  5 19  0  0  0  0  0  0  0  0]
conséquent          ,[ 3 15 14 19 27 17 21  5 14 20  0  0  0  0  0  0  0  0  0  0]
contactez           ,[ 3 15 14 20  1  3 20  5 26  0  0  0  0  0  0  0  0  0  0  0]
contais             ,[ 3 15 14 20  1  9 19  0  0  0  0  0  0  0  0  0  0  0  0  0]
contant             ,[ 3 15 14 20  1 14 20  0  0  0  0  0  0  0  0  0  0  0  0  0]
conte               ,[ 3 15 14 20  5  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0]
contemple           ,[ 3 15 14 20  5 13 16 12  5  0  0  0  0  0  0  0  0  0  0  0]
contempler          ,[ 3 15 14 20  5 13 16 12  5 18  0  0  0  0  0  0  0  0  0  0]
contemporains       ,[ 3 15 14 20  5 13 16 15 18  1  9 14 19  0  0  0  0  0  0  0]
contenance          ,[ 3 15 14 20  5 14  1 14  3  5  0  0  0  0  0  0  0  0  0  0]
contenant           ,[ 3 15 14 20  5 14  1 14 20  0  0  0  0  0  0  0  0  0  0  0]
contenir            ,[ 3 15 14 20  5 14  9 18  0  0  0  0  0  0  0  0  0  0  0  0]
content             ,[ 3 15 14 20  5 14 20  0  0  0  0  0  0  0  0  0  0  0  0  0]
contente            ,[ 3 15 14 20  5 14 20  5  0  0  0  0  0  0  0  0  0  0  0  0]
contentement        ,[ 3 15 14 20  5 14 20  5 13  5 14 20  0  0  0  0  0  0  0  0]
contentements       ,[ 3 15 14 20  5 14 20  5 13  5 14 20 19  0  0  0  0  0  0  0]
contenter           ,[ 3 15 14 20  5 14 20  5 18  0  0  0  0  0  0  0  0  0  0  0]
contentera          ,[ 3 15 14 20  5 14 20  5 18  1  0  0  0  0  0  0  0  0  0  0]
contenterez         ,[ 3 15 14 20  5 14 20  5 18  5 26  0  0  0  0  0  0  0  0  0]
contentez           ,[ 3 15 14 20  5 14 20  5 26  0  0  0  0  0  0  0  0  0  0  0]
contents            ,[ 3 15 14 20  5 14 20 19  0  0  0  0  0  0  0  0  0  0  0  0]
contenu             ,[ 3 15 14 20  5 14 21  0  0  0  0  0  0  0  0  0  0  0  0  0]
conter              ,[ 3 15 14 20  5 18  0  0  0  0  0  0  0  0  0  0  0  0  0  0]
contes              ,[ 3 15 14 20  5 19  0  0  0  0  0  0  0  0  0  0  0  0  0  0]
contestation        ,[ 3 15 14 20  5 19 20  1 20  9 15 14  0  0  0  0  0  0  0  0]
contester           ,[ 3 15 14 20  5 19 20  5 18  0  0  0  0  0  0  0  0  0  0  0]
conteur             ,[ 3 15 14 20  5 21 18  0  0  0  0  0  0  0  0  0  0  0  0  0]
contexture          ,[ 3 15 14 20  5 24 20 21 18  5  0  0  0  0  0  0  0  0  0  0]
contez              ,[ 3 15 14 20  5 26  0  0  0  0  0  0  0  0  0  0  0  0  0  0]
contient            ,[ 3 15 14 20  9  5 14 20  0  0  0  0  0  0  0  0  0  0  0  0]
continu             ,[ 3 15 14 20  9 14 21  0  0  0  0  0  0  0  0  0  0  0  0  0]
continua            ,[ 3 15 14 20  9 14 21  1  0  0  0  0  0  0  0  0  0  0  0  0]
continuation        ,[ 3 15 14 20  9 14 21  1 20  9 15 14  0  0  0  0  0  0  0  0]
continue            ,[ 3 15 14 20  9 14 21  5  0  0  0  0  0  0  0  0  0  0  0  0]
continuel           ,[ 3 15 14 20  9 14 21  5 12  0  0  0  0  0  0  0  0  0  0  0]
continuelle         ,[ 3 15 14 20  9 14 21  5 12 12  5  0  0  0  0  0  0  0  0  0]
continuellement     ,[ 3 15 14 20  9 14 21  5 12 12  5 13  5 14 20  0  0  0  0  0]
continuent          ,[ 3 15 14 20  9 14 21  5 14 20  0  0  0  0  0  0  0  0  0  0]
continuer           ,[ 3 15 14 20  9 14 21  5 18  0  0  0  0  0  0  0  0  0  0  0]
continues           ,[ 3 15 14 20  9 14 21  5 19  0  0  0  0  0  0  0  0  0  0  0]
continuez           ,[ 3 15 14 20  9 14 21  5 26  0  0  0  0  0  0  0  0  0  0  0]
continuions         ,[ 3 15 14 20  9 14 21  9 15 14 19  0  0  0  0  0  0  0  0  0]
continûment         ,[ 3 15 14 20  9 14 36 13  5 14 20  0  0  0  0  0  0  0  0  0]
contorsions         ,[ 3 15 14 20 15 18 19  9 15 14 19  0  0  0  0  0  0  0  0  0]
contracter          ,[ 3 15 14 20 18  1  3 20  5 18  0  0  0  0  0  0  0  0  0  0]
contractée          ,[ 3 15 14 20 18  1  3 20 27  5  0  0  0  0  0  0  0  0  0  0]
contradiction       ,[ 3 15 14 20 18  1  4  9  3 20  9 15 14  0  0  0  0  0  0  0]
contraignait        ,[ 3 15 14 20 18  1  9  7 14  1  9 20  0  0  0  0  0  0  0  0]
contraignons        ,[ 3 15 14 20 18  1  9  7 14 15 14 19  0  0  0  0  0  0  0  0]
contraindre         ,[ 3 15 14 20 18  1  9 14  4 18  5  0  0  0  0  0  0  0  0  0]
contraint           ,[ 3 15 14 20 18  1  9 14 20  0  0  0  0  0  0  0  0  0  0  0]
contrainte          ,[ 3 15 14 20 18  1  9 14 20  5  0  0  0  0  0  0  0  0  0  0]
contraints          ,[ 3 15 14 20 18  1  9 14 20 19  0  0  0  0  0  0  0  0  0  0]
contraire           ,[ 3 15 14 20 18  1  9 18  5  0  0  0  0  0  0  0  0  0  0  0]
contraires          ,[ 3 15 14 20 18  1  9 18  5 19  0  0  0  0  0  0  0  0  0  0]
contrariant         ,[ 3 15 14 20 18  1 18  9  1 14 20  0  0  0  0  0  0  0  0  0]
contrariété         ,[ 3 15 14 20 18  1 18  9 27 20 27  0  0  0  0  0  0  0  0  0]
contrastes          ,[ 3 15 14 20 18  1 19 20  5 19  0  0  0  0  0  0  0  0  0  0]
contrat             ,[ 3 15 14 20 18  1 20  0  0  0  0  0  0  0  0  0  0  0  0  0]
contre              ,[ 3 15 14 20 18  5  0  0  0  0  0  0  0  0  0  0  0  0  0  0]
contrecarré         ,[ 3 15 14 20 18  5  3  1 18 18 27  0  0  0  0  0  0  0  0  0]
contrecour          ,[ 3 15 14 20 18  5  3 15 21 18  0  0  0  0  0  0  0  0  0  0]
contredire          ,[ 3 15 14 20 18  5  4  9 18  5  0  0  0  0  0  0  0  0  0  0]
contredise          ,[ 3 15 14 20 18  5  4  9 19  5  0  0  0  0  0  0  0  0  0  0]
contredit           ,[ 3 15 14 20 18  5  4  9 20  0  0  0  0  0  0  0  0  0  0  0]
contrefaire         ,[ 3 15 14 20 18  5  6  1  9 18  5  0  0  0  0  0  0  0  0  0]
contrefait          ,[ 3 15 14 20 18  5  6  1  9 20  0  0  0  0  0  0  0  0  0  0]
contrefaites        ,[ 3 15 14 20 18  5  6  1  9 20  5 19  0  0  0  0  0  0  0  0]
contrefaits         ,[ 3 15 14 20 18  5  6  1  9 20 19  0  0  0  0  0  0  0  0  0]
contretemps         ,[ 3 15 14 20 18  5 20  5 13 16 19  0  0  0  0  0  0  0  0  0]
contrevenants       ,[ 3 15 14 20 18  5 22  5 14  1 14 20 19  0  0  0  0  0  0  0]
contribue           ,[ 3 15 14 20 18  9  2 21  5  0  0  0  0  0  0  0  0  0  0  0]
contribuent         ,[ 3 15 14 20 18  9  2 21  5 14 20  0  0  0  0  0  0  0  0  0]
contribuerait       ,[ 3 15 14 20 18  9  2 21  5 18  1  9 20  0  0  0  0  0  0  0]
contribué           ,[ 3 15 14 20 18  9  2 21 27  0  0  0  0  0  0  0  0  0  0  0]
contro              ,[ 3 15 14 20 18 15  0  0  0  0  0  0  0  0  0  0  0  0  0  0]
controuvées         ,[ 3 15 14 20 18 15 21 22 27  5 19  0  0  0  0  0  0  0  0  0]
contrée             ,[ 3 15 14 20 18 27  5  0  0  0  0  0  0  0  0  0  0  0  0  0]
contrôler           ,[ 3 15 14 20 18 33 12  5 18  0  0  0  0  0  0  0  0  0  0  0]
contrôles           ,[ 3 15 14 20 18 33 12  5 19  0  0  0  0  0  0  0  0  0  0  0]
conté               ,[ 3 15 14 20 27  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0]
convaincant         ,[ 3 15 14 22  1  9 14  3  1 14 20  0  0  0  0  0  0  0  0  0]
convaincante        ,[ 3 15 14 22  1  9 14  3  1 14 20  5  0  0  0  0  0  0  0  0]
convaincre          ,[ 3 15 14 22  1  9 14  3 18  5  0  0  0  0  0  0  0  0  0  0]
convaincu           ,[ 3 15 14 22  1  9 14  3 21  0  0  0  0  0  0  0  0  0  0  0]
convaincue          ,[ 3 15 14 22  1  9 14  3 21  5  0  0  0  0  0  0  0  0  0  0]
convainque          ,[ 3 15 14 22  1  9 14 17 21  5  0  0  0  0  0  0  0  0  0  0]
convenable          ,[ 3 15 14 22  5 14  1  2 12  5  0  0  0  0  0  0  0  0  0  0]
convenables         ,[ 3 15 14 22  5 14  1  2 12  5 19  0  0  0  0  0  0  0  0  0]
convenait           ,[ 3 15 14 22  5 14  1  9 20  0  0  0  0  0  0  0  0  0  0  0]
convenance          ,[ 3 15 14 22  5 14  1 14  3  5  0  0  0  0  0  0  0  0  0  0]
convenit            ,[ 3 15 14 22  5 14  9 20  0  0  0  0  0  0  0  0  0  0  0  0]
convent             ,[ 3 15 14 22  5 14 20  0  0  0  0  0  0  0  0  0  0  0  0  0]
convention          ,[ 3 15 14 22  5 14 20  9 15 14  0  0  0  0  0  0  0  0  0  0]
conversation        ,[ 3 15 14 22  5 18 19  1 20  9 15 14  0  0  0  0  0  0  0  0]
conversations       ,[ 3 15 14 22  5 18 19  1 20  9 15 14 19  0  0  0  0  0  0  0]
convertir           ,[ 3 15 14 22  5 18 20  9 18  0  0  0  0  0  0  0  0  0  0  0]
convie              ,[ 3 15 14 22  9  5  0  0  0  0  0  0  0  0  0  0  0  0  0  0]
conviendra          ,[ 3 15 14 22  9  5 14  4 18  1  0  0  0  0  0  0  0  0  0  0]
convient            ,[ 3 15 14 22  9  5 14 20  0  0  0  0  0  0  0  0  0  0  0  0]
convier             ,[ 3 15 14 22  9  5 18  0  0  0  0  0  0  0  0  0  0  0  0  0]
convocati           ,[ 3 15 14 22 15  3  1 20  9  0  0  0  0  0  0  0  0  0  0  0]
convolaient         ,[ 3 15 14 22 15 12  1  9  5 14 20  0  0  0  0  0  0  0  0  0]
convulsions         ,[ 3 15 14 22 21 12 19  9 15 14 19  0  0  0  0  0  0  0  0  0]
convînt             ,[ 3 15 14 22 35 14 20  0  0  0  0  0  0  0  0  0  0  0  0  0]
conçois             ,[ 3 15 14 29 15  9 19  0  0  0  0  0  0  0  0  0  0  0  0  0]
conçoit             ,[ 3 15 14 29 15  9 20  0  0  0  0  0  0  0  0  0  0  0  0  0]
conçu               ,[ 3 15 14 29 21  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0]
conçut              ,[ 3 15 14 29 21 20  0  0  0  0  0  0  0  0  0  0  0  0  0  0]
copie               ,[ 3 15 16  9  5  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0]
copies              ,[ 3 15 16  9  5 19  0  0  0  0  0  0  0  0  0  0  0  0  0  0]
coqueter            ,[ 3 15 17 21  5 20  5 18  0  0  0  0  0  0  0  0  0  0  0  0]
coquette            ,[ 3 15 17 21  5 20 20  5  0  0  0  0  0  0  0  0  0  0  0  0]
